"","code","state","period","lforce","unemployed","urate","openings","jobrate","pop","stindex","C1","C2","C3","C4","C5","C6","C7","H1","f_lfp","educrate","lhshr","avgage","o_lfp","covid"
"330",14,"Illinois","21-Jun",6303537,497570,7.9,417000,0.067009836,12671469,"25.185","1.7","0.2","0.333333333333333","1","0","0.2","0.4","2","0.563066776586974","0.364690721649485","0.08274231678487","41","0.709803921568627","1388162"
"331",14,"Illinois","21-Jul",6318805,442160,7,465000,0.073324823,12671469,"13.6761290322581","0.774193548387097","0","0","0","0","0","0","2","0.575061525840853","0.374528697109342","0.0809595202398801","40","0.715139442231076","1399946"
"332",14,"Illinois","21-Aug",6240743,425211,6.8,381000,0.061486005,12671469,"11.11","0","0","0","0","0","0","0","2","0.567544604927782","0.382731958762887","0.078064012490242","41","0.689024390243902","1466813"
"333",14,"Illinois","21-Sep",6223103,318884,5.1,437000,0.068914195,12671469,"11.11","0","0","0","0","0","0","0","2","0.574171029668412","0.384953805543335","0.0789272030651341","40","0.709745762711864","1584566.5"
"334",14,"Illinois","21-Oct",6263088,310895,5,457000,0.071303829,12671469,"11.11","0","0","0","0","0","0","0","2","0.599122807017544","0.395492708793637","0.067516879219805","39","0.756465517241379","1667609"
"335",14,"Illinois","21-Nov",6333414,286687,4.5,368000,0.057367991,12671469,"11.11","0","0","0","0","0","0","0","2","0.610154125113327","0.418198529411765","0.0729483282674772","40","0.746636771300448","1746010.5"
"336",14,"Illinois","21-Dec",6320577,274077,4.3,363000,0.056634683,12671469,"11.11","0","0","0","0","0","0","0","2","0.599274705349048","0.401571164510166","0.0679012345679012","39","0.742152466367713","1933291"
"337",15,"Indiana","20-Jan",3364647,119356,3.5,144000,0.042486762,6785644,"0","0","0","0","0","0","0","0","0","0.587919463087248","0.279198341395992","0.0976430976430976","40","0.745874587458746","0"
"338",15,"Indiana","20-Feb",3360761,114552,3.4,151000,0.044448251,6785644,"4.79310344827586","0","0","0","0","0","0","0","0.862068965517241","0.595052083333333","0.292795769993391","0.1001100110011","40","0.77491961414791","0"
"339",15,"Indiana","20-Mar",3313299,123603,3.7,119000,0.035965831,6785644,"33.0061290322581","1.64516129032258","1.38709677419355","1.03225806451613","2.03225806451613","0.0967741935483871","0.709677419354839","0.483870967741935","1","0.568571428571429","0.292418772563177","0.0845959595959596","41","0.775919732441472","24"
"340",15,"Indiana","20-Apr",3198078,528808,16.5,106000,0.038194482,6785644,"66.018","3","3","2","4","1","1.36666666666667","1","2","0.536054421768707","0.285812672176309","0.0667678300455235","40","0.768987341772152","9248.5"
"341",15,"Indiana","20-May",3267075,388902,11.9,128000,0.042579053,6785644,"58.5703225806452","3","2.54838709677419","2","3.54838709677419","1","1","1","2","0.550139275766017","0.299151343705799","0.0667613636363636","39","0.746666666666667","27280"
"342",15,"Indiana","20-Jun",3320310,340905,10.3,126000,0.040574418,6785644,"50.0276666666667","3","1.6","2","2.36666666666667","0","1","1","2","0.551111111111111","0.318456883509834","0.0732436472346786","38","0.70863309352518","40608"
"343",15,"Indiana","20-Jul",3336724,298074,8.9,160000,0.050021103,6785644,"43.7248387096774","3","1","1.70967741935484","2","0","1","1","2","0.551673944687045","0.302343159486017","0.0751445086705202","40.5","0.666666666666667","54080"
"344",15,"Indiana","20-Aug",3339458,238890,7.2,146000,0.044970566,6785644,"43.6835483870968","2.74193548387097","1","1","2.70967741935484","0","0","1","2","0.568599717114569","0.293116210214656","0.071334214002642","41","0.661016949152542","80415"
"345",15,"Indiana","20-Sep",3321153,200335,6,150000,0.045860088,6785644,"43.98","2","1","1","4","0","0","1","2","0.569570871261378","0.285234899328859","0.0715123094958968","41","0.724683544303797","107519"
"346",15,"Indiana","20-Oct",3342611,171600,5.1,155000,0.046602371,6785644,"43.98","2","1","1","4","0","0","1","2","0.574270557029178","0.277436946148603","0.0752688172043011","42","0.765432098765432","143495"
"347",15,"Indiana","20-Nov",3342762,161074,4.8,145000,0.043586895,6785644,"39.355","2","1","1","4","0","0","1","2","0.567243675099867","0.292929292929293","0.0548271752085816","42","0.755351681957186","254170.5"
"348",15,"Indiana","20-Dec",3321235,146233,4.4,121000,0.036711143,6785644,"43.98","2","1","1","4","0","0","2","2","0.583106267029973","0.303239145416954","0.0602836879432624","40.5","0.777397260273973","440883"
"349",15,"Indiana","21-Jan",3336057,156607,4.7,142000,0.042752412,6805985,"41.6525806451613","2","1","1","4","0","0","2","1.58064516129032","0.575675675675676","0.294765840220386","0.0608187134502924","40","0.721476510067114","587454"
"350",15,"Indiana","21-Feb",3300840,155827,4.7,151000,0.045812926,6805985,"42.1960714285714","2","1","1","4","0","0","2","1.67857142857143","0.572602739726027","0.30383275261324","0.0697674418604651","40","0.713310580204778","650022.5"
"351",15,"Indiana","21-Mar",3295778,153244,4.6,182000,0.054744515,6805985,"38.0683870967742","2","1","1","4","0","0","0.580645161290323","2","0.565217391304348","0.290697674418605","0.073490813648294","41","0.693103448275862","674661"
"352",15,"Indiana","21-Apr",3328155,140724,4.2,228000,0.06675585,6805985,"33.3333333333333","2","1","1","4","0","0","0","2","0.554390563564875","0.280868385345997","0.0905797101449275","40","0.64951768488746","705238.5"
"353",15,"Indiana","21-May",3366515,152072,4.5,241000,0.069745037,6805985,"27.8248387096774","2","0","1","3.51612903225806","0","0","0","2","0.543003851091142","0.274496644295302","0.0831353919239905","40","0.692546583850932","735462"
"354",15,"Indiana","21-Jun",3384905,159703,4.7,238000,0.068722529,6805985,"23.61","2","0","1","2","0","0","0","2","0.531543624161074","0.274249825540823","0.0987341772151899","40","0.684563758389262","750002.5"
"355",15,"Indiana","21-Jul",3354296,142656,4.3,244000,0.070609207,6805985,"17.2067741935484","2","0","0","0.258064516129032","0","0","0","2","0.532432432432432","0.281641168289291","0.105793450881612","39","0.6957928802589","760163"
"356",15,"Indiana","21-Aug",3331182,134618,4,237000,0.069024489,6805985,"17.7422580645161","2","0","0","0","0","0","0","2","0.55718085106383","0.299046321525886","0.0930506478209658","39","0.740131578947368","803403"
"357",15,"Indiana","21-Sep",3313470,93504,2.8,229000,0.066396711,6805985,"18.0833333333333","1.36666666666667","0","0","0","0","0","0","2","0.554609929078014","0.308291991495393","0.101694915254237","40","0.755102040816326","920275"
"358",15,"Indiana","21-Oct",3314786,83858,2.5,248000,0.071286327,6805985,"13.89","0","0","0","0","0","0","0","2","0.53625170998632","0.310226492793411","0.0771113831089351","42","0.695924764890282","997615"
"359",15,"Indiana","21-Nov",3313444,70290,2.1,228000,0.065684208,6805985,"11.7586666666667","0","0","0","0","0","0","0","2","0.552341597796143","0.295093296475467","0.0762812872467223","42","0.736024844720497","1056975"
"360",15,"Indiana","21-Dec",3277064,43014,1.3,229000,0.06612668,6805985,"11.11","0","0","0","0","0","0","0","2","0.51994301994302","0.285084496693608","0.0892626131953428","43","0.681528662420382","1176411"
"361",16,"Iowa","20-Jan",1729632,61834,3.6,72000,0.041384115,3188669,"0","0","0","0","0","0","0","0","0","0.624768946395564","0.301025163094129","0.0801815431164902","39","0.878151260504202","0"
"362",16,"Iowa","20-Feb",1736013,55416,3.2,70000,0.039986359,3188669,"0","0","0","0","0","0","0","0","0","0.638532110091743","0.274047186932849","0.0841654778887304","39","0.887029288702929","0"
"363",16,"Iowa","20-Mar",1709220,60457,3.5,56000,0.032849141,3188669,"22.8206451612903","0.548387096774194","0.967741935483871","0.967741935483871","1.93548387096774","0","0.354838709677419","0","0.935483870967742","0.620889748549323","0.282545805207329","0.0753532182103611","39","0.80952380952381","23"
"364",16,"Iowa","20-Apr",1704471,188141,11,60000,0.038063096,3188669,"53.9196666666667","2.93333333333333","2","2","4","0.833333333333333","1","0","1.33333333333333","0.623781676413255","0.273972602739726","0.071304347826087","39","0.852173913043478","2068"
"365",16,"Iowa","20-May",1655737,137551,8.3,54000,0.034347081,3188669,"58.33","3","2","2","4","1","1","0","2","0.60515873015873","0.264264264264264","0.068421052631579","40","0.87719298245614","14328"
"366",16,"Iowa","20-Jun",1659741,120767,7.3,59000,0.036921752,3188669,"29.567","3","0.733333333333333","0","0","1","1","0","2","0.594202898550725","0.260042283298097","0.0764705882352941","39","0.8","24128"
"367",16,"Iowa","20-Jul",1643799,97420,5.9,77000,0.047431931,3188669,"26.85","3","0","0","0","1","1","0","2","0.594827586206897","0.270042194092827","0.0844036697247706","38","0.845360824742268","37132"
"368",16,"Iowa","20-Aug",1631247,79510,4.9,57000,0.035431522,3188669,"25.8638709677419","2.74193548387097","0.32258064516129","0","0","0.709677419354839","0.838709677419355","0","2","0.598684210526316","0.273224043715847","0.0888468809073724","40","0.852040816326531","52433"
"369",16,"Iowa","20-Sep",1635725,69064,4.2,71000,0.043354516,3188669,"22.6516666666667","2","2","0","0","0","0","0","2","0.602587800369686","0.266604303086997","0.0584615384615385","40","0.847926267281106","76034"
"370",16,"Iowa","20-Oct",1635569,55681,3.4,80000,0.048196023,3188669,"17.3861290322581","2","0.258064516129032","0","0","0","0","0","2","0.629213483146067","0.289571694599628","0.0633093525179856","42","0.94468085106383","104972"
"371",16,"Iowa","20-Nov",1633755,59741,3.7,63000,0.038484704,3188669,"28.3346666666667","1.96666666666667","0.666666666666667","0.666666666666667","2","0","0","0","2","0.608445297504798","0.272902603664417","0.0657051282051282","42","0.853061224489796","186767"
"372",16,"Iowa","20-Dec",1622138,66280,4.1,60000,0.037131976,3188669,"30.2293548387097","2","1","1","1.54838709677419","0","0","0","2","0.592369477911647","0.294964028776978","0.0496575342465753","43","0.772727272727273","260779"
"373",16,"Iowa","21-Jan",1627688,78445,4.8,71000,0.043820587,3193079,"27.6009677419355","2.45161290322581","1","1","0","0","0","0","2","0.605691056910569","0.294421487603306","0.0726643598615917","39","0.820083682008368","304270"
"374",16,"Iowa","21-Feb",1650496,82098,5,74000,0.04505607,3193079,"21.0314285714286","1.07142857142857","0.142857142857143","1","0","0","0","0","2","0.618860510805501","0.260654112983152","0.0758064516129032","38","0.772321428571429","329286.5"
"375",16,"Iowa","21-Mar",1646332,73935,4.5,87000,0.052428683,3193079,"20.37","1","0","1","0","0","0","0","2","0.609657947686117","0.271356783919598","0.0615640599001664","40","0.803738317757009","343515"
"376",16,"Iowa","21-Apr",1654353,66189,4,112000,0.065875998,3193079,"19.2593333333333","1","0","1","0","0","0","0","1.86666666666667","0.634146341463415","0.292682926829268","0.0657894736842105","40","0.870813397129187","359066.5"
"377",16,"Iowa","21-May",1659484,68739,4.1,89000,0.052984233,3193079,"20.1906451612903","1","0","0.967741935483871","0","0","0","0","2","0.614285714285714","0.293868921775899","0.0625","41","0.765486725663717","369368"
"378",16,"Iowa","21-Jun",1673835,78915,4.7,91000,0.053976464,3193079,"14.1316666666667","1","0","0","0","0","0","0","2","0.600790513833992","0.281920326864147","0.0641247833622184","40","0.775423728813559","372794.5"
"379",16,"Iowa","21-Jul",1683018,67876,4,111000,0.064305254,3193079,"12.8406451612903","0.935483870967742","0","0","0","0","0","0","2","0.609037328094303","0.269662921348315","0.0726351351351351","39","0.823275862068966","375726"
"380",16,"Iowa","21-Aug",1648868,63457,3.8,90000,0.053718162,3193079,"11.6470967741935","0.290322580645161","0","0","0","0","0","0","2","0.570247933884298","0.253668763102725","0.0780669144981413","38","0.728888888888889","390978"
"381",16,"Iowa","21-Sep",1656564,48439,2.9,116000,0.067280505,3193079,"12.96","1","0","0","0","0","0","0","2","0.599601593625498","0.275551102204409","0.0684039087947883","39","0.855813953488372","430368"
"382",16,"Iowa","21-Oct",1668559,48675,2.9,128000,0.073231404,3193079,"11.9464516129032","0.161290322580645","0","0","0","0","0","0","2","0.622309197651663","0.284263959390863","0.0687397708674304","39","0.85981308411215","472958"
"383",16,"Iowa","21-Nov",1666277,44028,2.6,106000,0.061333755,3193079,"15.925","0.833333333333333","0","0","0","0","0","0","2","0.616161616161616","0.26625386996904","0.0634146341463415","39","0.831683168316832","507525.5"
"384",16,"Iowa","21-Dec",1660698,48988,2.9,109000,0.063345944,3193079,"15.74","1","0","0","0","0","0","0","2","0.6187624750499","0.250254323499491","0.0795454545454545","37","0.797979797979798","553407"
"385",17,"Kansas","20-Jan",1493578,48671,3.3,71000,0.046836646,2935880,"0","0","0","0","0","0","0","0","0","0.600649350649351","0.320168067226891","0.0920502092050209","40","0.817204301075269","0"
"386",17,"Kansas","20-Feb",1505032,49549,3.3,70000,0.045887106,2935880,"0","0","0","0","0","0","0","0","0","0.643642072213501","0.315270935960591","0.076215505913272","39","0.835087719298246","0"
"387",17,"Kansas","20-Mar",1487454,52338,3.5,53000,0.035615503,2935880,"24.9874193548387","1.45161290322581","0.774193548387097","0.967741935483871","2.03225806451613","0.419354838709677","0.129032258064516","0","0.903225806451613","0.61472602739726","0.300541516245487","0.0706605222734255","40","0.792727272727273","11"
"388",17,"Kansas","20-Apr",1476015,184383,12.5,55000,0.040842636,2935880,"70.0033333333333","3","3","2","4","1","2","0.833333333333333","1.1","0.61101243339254","0.329067641681901","0.0356536502546689","40","0.844357976653696","1541"
"389",17,"Kansas","20-May",1484126,137808,9.3,51000,0.036498492,2935880,"69.2635483870968","3","2.09677419354839","2","3.67741935483871","1","1.09677419354839","1","2","0.6284046692607","0.348697394789579","0.0506756756756757","39","0.834782608695652","7886"
"390",17,"Kansas","20-Jun",1488976,101401,6.8,54000,0.037459029,2935880,"49.627","3","0.466666666666667","1.23333333333333","3","1","0.233333333333333","0.233333333333333","2","0.594861660079051","0.368148914167528","0.0626086956521739","40","0.814814814814815","11419"
"391",17,"Kansas","20-Jul",1518534,111208,7.3,71000,0.048027296,2935880,"43.8432258064516","3","0","1","3","1","0","0","2","0.626315789473684","0.353703703703704","0.0757341576506955","37","0.802690582959641","20933"
"392",17,"Kansas","20-Aug",1508539,96273,6.4,64000,0.043352621,2935880,"41.6351612903226","2.74193548387097","0","1","3","1","0","0","2","0.611666666666667","0.321020228671944","0.0795287187039764","36","0.782608695652174","33885"
"393",17,"Kansas","20-Sep",1471196,86186,5.9,63000,0.043507987,2935880,"38.89","2","0","1","3","1","0","0","2","0.575250836120401","0.321523472099203","0.0715372907153729","36","0.754310344827586","50384.5"
"394",17,"Kansas","20-Oct",1506390,62077,4.1,73000,0.048111365,2935880,"38.89","2","0","1","3","1","0","0","2","0.612956810631229","0.312554112554113","0.0801749271137026","39","0.80952380952381","70855"
"395",17,"Kansas","20-Nov",1515460,63285,4.2,62000,0.04094639,2935880,"42.023","2","0.666666666666667","1.5","3.36666666666667","1","0","0","2","0.613675213675214","0.318788958147818","0.0728083209509658","40","0.818897637795276","119124"
"396",17,"Kansas","20-Dec",1508734,62911,4.2,62000,0.041118885,2935880,"44.91","2","1","2","4","1","0","0","2","0.588946459412781","0.313848920863309","0.0832072617246596","40","0.789272030651341","194569"
"397",17,"Kansas","21-Jan",1515813,80758,5.3,77000,0.050924074,2934582,"44.91","2","1","2","4","1","0","0","2","0.581314878892734","0.34330985915493","0.0771558245083207","42","0.764705882352941","256134"
"398",17,"Kansas","21-Feb",1500139,58056,3.9,70000,0.046293755,2934582,"41.9314285714286","2","1","1.64285714285714","3.64285714285714","1","0","0","2","0.582746478873239","0.363636363636364","0.0572755417956656","40","0.736434108527132","286776"
"399",17,"Kansas","21-Mar",1506301,57593,3.8,81000,0.052951282,2934582,"36.57","2","1","1","3","1","0","0","2","0.601818181818182","0.356203007518797","0.0629800307219662","41","0.728395061728395","298218"
"400",17,"Kansas","21-Apr",1498651,50588,3.4,93000,0.060347955,2934582,"26.8483333333333","0.333333333333333","1","1","0.8","1","0","0","2","0.604166666666667","0.365653245686113","0.0626631853785901","39","0.794573643410853","305590.5"
"401",17,"Kansas","21-May",1503486,55480,3.7,76000,0.04986857,2934582,"23.9806451612903","0","1","1","0","0.967741935483871","0","0","2","0.61641541038526","0.36727589208007","0.066951566951567","39","0.765432098765432","311949"
"402",17,"Kansas","21-Jun",1522209,66991,4.4,72000,0.047144546,2934582,"22.2206666666667","0","1","0.2","0","0","0.8","0","2","0.601754385964912","0.357400722021661","0.0655487804878049","39","0.751054852320675","316260.5"
"403",17,"Kansas","21-Jul",1538271,72351,4.7,94000,0.0602595,2934582,"24.07","0","1","0","0","0","1","0","2","0.622302158273381","0.37511693171188","0.0796324655436447","39","0.786324786324786","323385"
"404",17,"Kansas","21-Aug",1509740,60604,4,83000,0.054172737,2934582,"24.1016129032258","0","1.25806451612903","0","0","0","1","0.548387096774194","2","0.609800362976406","0.36372269705603","0.0649149922720247","39","0.753138075313807","350384"
"405",17,"Kansas","21-Sep",1504432,52686,3.5,86000,0.055926011,2934582,"27.41","0","2","0","0","0","1","1","2","0.624772313296903","0.376537369914853","0.0657276995305164","38","0.876106194690266","394498.5"
"406",17,"Kansas","21-Oct",1503378,49544,3.3,104000,0.066759359,2934582,"29.8687096774194","0","1.12903225806452","0","0","0","1","1","2","0.618794326241135","0.364312267657993","0.058641975308642","41","0.829365079365079","423788"
"407",17,"Kansas","21-Nov",1496148,38400,2.6,91000,0.058757138,2934582,"31.11","0.966666666666667","1","0","0","0","1","0.733333333333333","2","0.602787456445993","0.360730593607306","0.0692307692307692","41","0.745247148288973","449813"
"408",17,"Kansas","21-Dec",1487429,33233,2.2,86000,0.055837049,2934582,"25.21","1","1","0","0","0","0.387096774193548","0.612903225806452","2","0.577281191806331","0.34466477809254","0.0644122383252818","42","0.752","493492"
"409",18,"Kentucky","20-Jan",2067955,93839,4.5,90000,0.043602201,4503958,"4.12516129032258","0","0","0","0","0","0","0","0.741935483870968","0.559800664451827","0.230172413793103","0.0637329286798179","39","0.736401673640167","0"
"410",18,"Kentucky","20-Feb",2073203,90378,4.4,85000,0.041105993,4503958,"5.56","0","0","0","0","0","0","0","1","0.536878216123499","0.246262093227792","0.0672","40","0.718875502008032","0"
"411",18,"Kentucky","20-Mar",2071046,100710,4.9,93000,0.04507264,4503958,"38.3232258064516","1.29032258064516","1.54838709677419","1.32258064516129","1.67741935483871","0.387096774193548","0.387096774193548","0.741935483870968","1.80645161290323","0.506445672191529","0.23574144486692","0.0780669144981413","42","0.622489959839357","37"
"412",18,"Kentucky","20-Apr",2078415,347938,16.7,75000,0.041540269,4503958,"87.4046666666667","3","3","2","4","1.93333333333333","2","2","2","0.493975903614458","0.213029989658738","0.053030303030303","45","0.570281124497992","2421"
"413",18,"Kentucky","20-May",2078339,231384,11.1,83000,0.043006184,4503958,"74.7625806451613","3","2.32258064516129","2","4","2","1.67741935483871","0.838709677419355","2","0.5","0.219590958019376","0.0540540540540541","45","0.596491228070175","7982"
"414",18,"Kentucky","20-Jun",1988719,116787,5.9,1e+05,0.050711688,4503958,"62.8406666666667","3","1.93333333333333","1.93333333333333","3.93333333333333","2","0.933333333333333","0","2","0.436123348017621","0.227432590855803","0.0555555555555556","46","0.581081081081081","13324"
"415",18,"Kentucky","20-Jul",1981728,120009,6.1,107000,0.054350062,4503958,"51.7635483870968","3","1.12903225806452","1","3.35483870967742","2","0","0.387096774193548","2","0.443181818181818","0.243211334120425","0.0621621621621622","47","0.589622641509434","23845"
"416",18,"Kentucky","20-Aug",1976599,102890,5.2,1e+05,0.05066603,4503958,"54.9912903225806","2.51612903225806","1.32258064516129","1","4","2","0","1","2","0.475054229934924","0.245324532453245","0.0770975056689342","44","0.699530516431925","43904"
"417",18,"Kentucky","20-Sep",1970842,102131,5.2,94000,0.04789294,4503958,"50.93","2","1","1","4","2","0","1","2","0.451127819548872","0.219373219373219","0.076","42","0.651260504201681","64459"
"418",18,"Kentucky","20-Oct",1974175,96299,4.9,97000,0.049117008,4503958,"50.0338709677419","2","1","1","4","2","0","1","2","0.535958904109589","0.238301559792028","0.0769230769230769","41","0.706382978723404","89271"
"419",18,"Kentucky","20-Nov",1993966,100828,5.1,93000,0.046824541,4503958,"47.6566666666667","2","1","1","4","2","0","1","2","0.528497409326425","0.250219490781387","0.0691927512355848","40","0.670940170940171","143438.5"
"420",18,"Kentucky","20-Dec",1983657,107709,5.4,81000,0.041390982,4503958,"50","2","1","1","4","2","0","1","2","0.519266055045872","0.23666978484565","0.0602189781021898","40","0.61038961038961","236134"
"421",18,"Kentucky","21-Jan",1967353,104532,5.3,99000,0.05046332,4509394,"48.3290322580645","2","1","1","4","2","0","1","2","0.523465703971119","0.253521126760563","0.0681003584229391","39","0.626086956521739","330475"
"422",18,"Kentucky","21-Feb",1974131,100063,5.1,107000,0.054011271,4509394,"48.15","2","1","1","4","2","0","1","2","0.51685393258427","0.236274509803922","0.0645161290322581","39","0.610169491525424","396007.5"
"423",18,"Kentucky","21-Mar",1981508,99575,5,118000,0.059001977,4509394,"48.15","2","1","1","4","2","0","1","2","0.491228070175439","0.220183486238532","0.0661896243291592","40","0.566265060240964","420939"
"424",18,"Kentucky","21-Apr",1983308,76562,3.9,150000,0.072930736,4509394,"32.901","1.13333333333333","1","1","0.533333333333333","1.56666666666667","0","1","2","0.507563025210084","0.227433628318584","0.067911714770798","39","0.591269841269841","437969.5"
"425",18,"Kentucky","21-May",1982037,77275,3.9,145000,0.07073992,4509394,"30.0206451612903","1","1","1","1.67741935483871","0","0","1","2","0.486631016042781","0.211485870556062","0.0780399274047187","42","0.57201646090535","452731"
"426",18,"Kentucky","21-Jun",1996279,110177,5.5,189000,0.09107986,4509394,"23.0866666666667","0.466666666666667","1","1","0.666666666666667","0","0","0","2","0.478947368421053","0.226449275362319","0.0773809523809524","44","0.6","460356"
"427",18,"Kentucky","21-Jul",1995108,94148,4.7,185000,0.088688182,4509394,"23.8351612903226","0.709677419354839","1","1","0","0","0","0.387096774193548","2","0.487410071942446","0.233863423760524","0.0978043912175649","44","0.607142857142857","467730"
"428",18,"Kentucky","21-Aug",1991418,74661,3.7,177000,0.084537031,4509394,"27.78","1","1","1","0","0","0","1","2","0.496527777777778","0.248663101604278","0.100358422939068","44","0.643724696356275","520299"
"429",18,"Kentucky","21-Sep",1988911,76806,3.9,149000,0.072291319,4509394,"29.63","1","1","1","0","0","0","0","2","0.463235294117647","0.25","0.0896686159844055","46","0.609375","653476"
"430",18,"Kentucky","21-Oct",1999518,74426,3.7,151000,0.072732808,4509394,"29.63","1","1","1","0","0","0","0","2","0.497257769652651","0.246691871455577","0.0982986767485822","45","0.625","731902"
"431",18,"Kentucky","21-Nov",2014555,61406,3,132000,0.063304829,4509394,"27.0353333333333","1","1","1","0","0","0","0","2","0.496993987975952","0.262773722627737","0.098989898989899","43","0.556521739130435","765823"
"432",18,"Kentucky","21-Dec",2014005,67723,3.4,134000,0.064414344,4509394,"22.3722580645161","1","0.387096774193548","1","0","0","0","0","2","0.494887525562372","0.281967213114754","0.0731182795698925","43","0.555555555555556","824644"
"433",19,"Louisiana","20-Jan",2133698,110789,5.2,96000,0.045306335,4651203,"0","0","0","0","0","0","0","0","0","0.543419874664279","0.237029985721085","0.107329842931937","39","0.654028436018957","0"
"434",19,"Louisiana","20-Feb",2138252,90410,4.2,95000,0.044333647,4651203,"0","0","0","0","0","0","0","0","0","0.542677448337826","0.252840909090909","0.117796610169492","39","0.698598130841122","0"
"435",19,"Louisiana","20-Mar",2146472,113933,5.3,73000,0.034670457,4651203,"32.0196774193548","1.38709677419355","1.16129032258065","1.41935483870968","1.80645161290323","0.483870967741935","0.580645161290323","0","1.35483870967742","0.558365758754864","0.272070211667527","0.114583333333333","40.5","0.7275","137"
"436",19,"Louisiana","20-Apr",2033649,259225,12.7,70000,0.037952228,4651203,"62.04","3","2","2","4","1","2","0","2","0.499476439790576","0.263565891472868","0.0551181102362205","41","0.676020408163265","22241.5"
"437",19,"Louisiana","20-May",2041909,275240,13.5,77000,0.041764547,4651203,"54.4509677419355","3","2","2","2","1","1.45161290322581","0","2","0.518151815181518","0.267950963222417","0.0544488711819389","41","0.607594936708861","34183"
"438",19,"Louisiana","20-Jun",1976761,203300,10.3,77000,0.041611253,4651203,"52.78","3","2","2","2","1","1","0","2","0.510135135135135","0.269850746268657","0.0589812332439678","40","0.571065989847716","47439"
"439",19,"Louisiana","20-Jul",1983701,198185,10,1e+05,0.05303588,4651203,"54.0354838709677","3","2","2","2.45161290322581","1","1","0","2","0.487938596491228","0.272455089820359","0.064388961892247","40","0.551122194513716","86411"
"440",19,"Louisiana","20-Aug",2101254,174030,8.3,104000,0.051200655,4651203,"52.8651612903226","2.74193548387097","2","2","3","1","1","0","2","0.503333333333333","0.265342960288809","0.0621951219512195","40","0.575308641975309","137918"
"441",19,"Louisiana","20-Sep",2090267,170842,8.2,91000,0.045264061,4651203,"46.2933333333333","2","2","1.33333333333333","3","1","1","0","2","0.496028243601059","0.250363196125908","0.0857142857142857","40","0.614906832298137","159559"
"442",19,"Louisiana","20-Oct",2092397,156155,7.5,110000,0.053757082,4651203,"44.44","2","2","1","3","1","1","0","2","0.508210890233362","0.232710280373832","0.102369668246445","39","0.601642710472279","177726"
"443",19,"Louisiana","20-Nov",2098192,153575,7.3,85000,0.041879823,4651203,"42.7133333333333","2","1.53333333333333","1","3","1","1","0","2","0.509057971014493","0.223495702005731","0.0975378787878788","40","0.650103519668737","204786"
"444",19,"Louisiana","20-Dec",2083161,151178,7.3,76000,0.037848926,4651203,"41.8141935483871","2","1.29032258064516","1","3","1","1","0","2","0.529305680793508","0.22865275142315","0.0878316559926807","39","0.683870967741935","275545"
"445",19,"Louisiana","21-Jan",2049594,155458,7.6,109000,0.054414678,4624047,"47.3993548387097","2","2","1.67741935483871","3.7741935483871","1","1","0","2","0.516903914590747","0.232558139534884","0.0772093023255814","38","0.653421633554084","364853"
"446",19,"Louisiana","21-Feb",2041035,144228,7.1,102000,0.05103044,4624047,"46.1621428571429","2","2","1","4","1","1.17857142857143","0","2","0.520985401459854","0.250829777145567","0.0786193672099712","40","0.684901531728665","420142.5"
"447",19,"Louisiana","21-Mar",2059354,135972,6.6,108000,0.053165776,4624047,"44.0429032258065","2","2","1","3.35483870967742","1","1","0","2","0.524170616113744","0.242498770290212","0.0795781399808245","42","0.685267857142857","438557"
"448",19,"Louisiana","21-Apr",2061021,137274,6.7,119000,0.058254889,4624047,"40.3726666666667","2","2","1","2.03333333333333","1","1","0","2","0.506775067750677","0.239866475917978","0.0868725868725869","41","0.68","451715.5"
"449",19,"Louisiana","21-May",2072115,139718,6.7,106000,0.052001646,4624047,"39.4112903225806","2","1.45161290322581","1.41935483870968","2","1","1","0","2","0.517992424242424","0.233086419753086","0.0979228486646884","42","0.7","465573"
"450",19,"Louisiana","21-Jun",2091311,155190,7.4,124000,0.060190639,4624047,"38.442","1.73333333333333","1.63333333333333","1.23333333333333","1.53333333333333","0.766666666666667","1","0.233333333333333","2","0.51142005958292","0.244824016563147","0.0970464135021097","42","0.679324894514768","476629.5"
"451",19,"Louisiana","21-Jul",2089612,132366,6.3,145000,0.06897385,4624047,"44.1135483870968","1","1","2","1.80645161290323","0","1","1","2","0.518768046198268","0.255133470225873","0.0911016949152542","40.5","0.616052060737527","495945"
"452",19,"Louisiana","21-Aug",2060445,113383,5.5,146000,0.069754264,4624047,"46.8193548387097","1","1.51612903225806","2","2","0.032258064516129","1","1","2","0.500970873786408","0.261143156790771","0.0869565217391304","41","0.638766519823789","628146"
"453",19,"Louisiana","21-Sep",2052539,101442,4.9,136000,0.06516228,4624047,"50.46","1","2","2","2","1","1","1","2","0.501474926253687","0.265641569459173","0.0923566878980892","40","0.608294930875576","722626.5"
"454",19,"Louisiana","21-Oct",2063686,88382,4.3,165000,0.077091852,4624047,"49.72","1","2","1.9","2","1","1","1","2","0.510700389105058","0.26903023983316","0.0923694779116466","40","0.622222222222222","752232"
"455",19,"Louisiana","21-Nov",2068808,83797,4.1,116000,0.055211515,4624047,"45.3703333333333","1","1.76666666666667","1.26666666666667","2","1","1","1","2","0.523279352226721","0.24824986537426","0.0866462793068298","41","0.644796380090498","765531"
